"","rank","name","age","country","source","industry","2022","2021","2020","2019","2018","2017","2016","2015"
"2177",2076,"Drorit Wertheim ",66,"Israel","Coca Cola Israel","Food & Beverage ","$1.4 B","$1.4 B",NA,NA,NA,NA,NA,NA
"2178",2076,"Bo Wu ",67,"China","machinery","Manufacturing ","$1.4 B",NA,NA,NA,NA,NA,NA,NA
"2179",2076,"Eugene Wu ",76,"Taiwan","finance","Finance & Investments ","$1.4 B","$1.1 B",NA,NA,NA,NA,NA,NA
"2180",2076,"Wu Xushun & family ",73,"China","internet","Diversified ","$1.4 B","$1.8 B","$1.9 B",NA,NA,NA,NA,NA
"2181",2076,"Wenbo Xiang ",59,"China","manufacturing","Manufacturing ","$1.4 B",NA,NA,NA,NA,NA,NA,NA
"2182",2076,"Swift Xie ",42,"China","drones","Technology ","$1.4 B","$1.4 B","$1.4 B",NA,"$1.1 B","$1.10 B","$1.10 B",NA
"2183",2076,"Xu Bingzhong ",48,"China","bars","Food & Beverage ","$1.4 B",NA,NA,NA,NA,NA,NA,NA
"2184",2076,"Xu Shaochun ",59,"China","software","Technology ","$1.4 B","$2.5 B",NA,NA,NA,NA,NA,NA
"2185",2076,"Yan Junxu ",52,"China","Manufacturing","Manufacturing ","$1.4 B",NA,NA,NA,NA,NA,NA,NA
"2186",2076,"George Yancopoulos ",62,"United States","pharmaceuticals","Healthcare ","$1.4 B","$1.1 B","$1.1 B",NA,NA,NA,NA,NA
"2187",2076,"Gavril Yushvaev ",64,"Russia","precious metals, real estate","Finance & Investments ","$1.4 B","$2.2 B","$1.9 B",NA,"$1.4 B","$1.20 B","$1.10 B","$1.60 B"
"2188",2076,"Zhuo Jun ",56,"Hong Kong","printed circuit boards","Manufacturing ","$1.4 B","$1.4 B","$1.5 B",NA,"$1 B",NA,NA,NA
"2189",2076,"Fredrik Österberg ",51,"Sweden","gambling products","Gambling & Casinos ","$1.4 B",NA,NA,NA,NA,NA,NA,NA
"2190",2190,"Alberto Alcocer ",79,"Spain","investments","Finance & Investments ","$1.3 B","$1.4 B","$1 B",NA,"$1.4 B","$1.20 B","$1.10 B","$1.30 B"
"2191",2190,"Alexandra Andresen ",25,"Norway","investments","Diversified ","$1.3 B","$1.4 B","$1.1 B",NA,"$1.4 B","$1.20 B","$1.20 B",NA
"2192",2190,"Katharina Andresen ",26,"Norway","investments","Diversified ","$1.3 B","$1.4 B","$1.1 B",NA,"$1.4 B","$1.20 B","$1.20 B",NA
"2193",2190,"Rutger Arnhult ",54,"Sweden","real estate","Real Estate ","$1.3 B",NA,NA,NA,NA,NA,NA,NA
"2194",2190,"Anant Asavabhokin ",71,"Thailand","real estate","Real Estate ","$1.3 B","$1.2 B",NA,NA,NA,NA,NA,NA
"2195",2190,"Mehmet Aydinlar ",65,"Turkey","hospitals","Healthcare ","$1.3 B","$1.3 B","$1.2 B",NA,"$1.1 B","$1.20 B","$1.30 B","$1.30 B"
"2196",2190,"Binny Bansal ",39,"India","flipkart","Technology ","$1.3 B","$1.1 B","$1.1 B",NA,NA,NA,"$1.20 B",NA
"2197",2190,"Sachin Bansal ",40,"India","flipkart","Fashion & Retail ","$1.3 B","$1.2 B","$1.2 B",NA,NA,NA,"$1.20 B",NA
"2198",2190,"Barbara Benetton ",52,"Italy","fashion retail, investments","Fashion & Retail ","$1.3 B","$1.5 B",NA,NA,NA,NA,NA,NA
"2199",2190,"Othman Benjelloun & family ",89,"Morocco","banking, insurance","Finance & Investments ","$1.3 B","$1.3 B",NA,NA,NA,NA,NA,NA
"2200",2190,"Angela Bennett ",78,"Australia","mining","Metals & Mining ","$1.3 B","$1.4 B","$1.6 B",NA,"$1.7 B","$1.40 B",NA,NA
"2201",2190,"Oleg Boyko ",57,"Russia","diversified","Diversified ","$1.3 B","$1.3 B","$1.1 B",NA,"$1.5 B","$1.20 B","$1.20 B","$1.30 B"
"2202",2190,"Anna Maria Braun ",43,"Germany","medical technology","Healthcare ","$1.3 B","$1.4 B","$1 B",NA,"$1.8 B","$1.10 B","$1.20 B",NA
"2203",2190,"Edouard Carmignac ",74,"France","asset management","Finance & Investments ","$1.3 B","$1.2 B","$1 B",NA,"$1.8 B","$1.60 B","$1.50 B",NA
"2204",2190,"Anthony Casalena ",39,"United States","software","Technology ","$1.3 B",NA,NA,NA,NA,NA,NA,NA
"2205",2190,"Chang Jing ",39,"China","technology","Technology ","$1.3 B","$2.5 B",NA,NA,NA,NA,NA,NA
"2206",2190,"Jeffrey Cheah ",77,"Malaysia","property, healthcare","Real Estate ","$1.3 B","$1.3 B","$1.1 B",NA,"$1.3 B",NA,NA,NA
"2207",2190,"Chen Shiliang ",58,"China","polyester","Manufacturing ","$1.3 B","$1.9 B",NA,NA,"$1.1 B",NA,NA,NA
"2208",2190,"Yuantai Chen ",54,"China","batteries","Energy ","$1.3 B",NA,NA,NA,NA,NA,NA,NA
"2209",2190,"Cheng Xianfeng ",53,"China","pharmaceuticals","Healthcare ","$1.3 B","$1.7 B","$1.2 B",NA,"$1.3 B","$1.10 B","$1.20 B",NA
"2210",2190,"Chu Jian ",59,"China","Manufacturing","Manufacturing ","$1.3 B","$1.3 B",NA,NA,NA,NA,NA,NA
"2211",2190,"Chua Thian Poh ",73,"Singapore","real estate","Real Estate ","$1.3 B","$1.2 B","$1.1 B",NA,"$1.4 B","$1.40 B",NA,NA
"2212",2190,"Alberto Cortina ",76,"Spain","investments","Finance & Investments ","$1.3 B","$1.5 B","$1.1 B",NA,"$1.4 B","$1.10 B",NA,"$1.40 B"
"2213",2190,"Sandor Csanyi ",69,"Hungary","finance, real estate","Diversified ","$1.3 B","$1.2 B","$1.2 B",NA,"$1.1 B",NA,NA,NA
"2214",2190,"Sasson Dayan & family ",82,"Brazil","banking","Finance & Investments ","$1.3 B",NA,NA,NA,NA,NA,NA,NA
"2215",2190,"Anand Deshpande ",59,"India","technology","Technology ","$1.3 B",NA,NA,NA,NA,NA,NA,NA
"2216",2190,"Richard Desmond ",70,"United Kingdom","publishing","Media & Entertainment ","$1.3 B","$1.3 B",NA,NA,"$1.5 B","$1.40 B","$1.50 B","$1.70 B"
"2217",2190,"Shlomo Eliahu ",86,"Israel","insurance","Finance & Investments ","$1.3 B",NA,NA,NA,NA,NA,NA,"$1.10 B"
"2218",2190,"Jose Roberto Ermirio de Moraes ",64,"Brazil","diversified","Diversified ","$1.3 B",NA,NA,NA,NA,NA,NA,NA
"2219",2190,"Jose Ermirio de Moraes Neto ",69,"Brazil","diversified","Diversified ","$1.3 B",NA,NA,NA,NA,NA,NA,NA
"2220",2190,"David Fattal & family ",64,"Israel","hotels","Service ","$1.3 B",NA,NA,NA,NA,NA,NA,NA
"2221",2190,"Marvy Finger ",86,"United States","real estate","Real Estate ","$1.3 B",NA,NA,NA,NA,NA,NA,NA
"2222",2190,"Adam Foroughi ",41,"United States","mobile games","Media & Entertainment ","$1.3 B",NA,NA,NA,NA,NA,NA,NA
"2223",2190,"Richard Fortin ",73,"Canada","convinience stores","Fashion & Retail ","$1.3 B","$1.1 B",NA,NA,NA,NA,NA,NA
"2224",2190,"Luiz Frias ",58,"Brazil","mobile payments","Technology ","$1.3 B",NA,NA,NA,NA,NA,NA,NA
"2225",2190,"Susumu Fujita ",48,"Japan","internet media","Media & Entertainment ","$1.3 B","$1.6 B",NA,NA,"$1 B",NA,NA,NA
"2226",2190,"Simona Giorgetta ",44,"Italy","chemical products","Construction & Engineering ","$1.3 B","$1.1 B",NA,NA,NA,NA,NA,NA
"2227",2190,"Premchand Godha ",75,"India","pharmaceuticals","Healthcare ","$1.3 B","$1.2 B",NA,NA,NA,NA,NA,NA
"2228",2190,"Mikhail Gutseriev & brother ",64,"Russia","oil, real estate","Energy ","$1.3 B",NA,NA,NA,NA,NA,NA,NA
"2229",2190,"Hang Hong ",54,"China","machinery","Manufacturing ","$1.3 B","$1 B",NA,NA,NA,NA,NA,NA
"2230",2190,"Alfredo Harp Helu & family ",78,"Mexico","banking, investments","Finance & Investments ","$1.3 B","$1.2 B","$1.1 B",NA,NA,NA,NA,NA
"2231",2190,"Jaroslav Hascak & family ",52,"Slovakia","investments","Finance & Investments ","$1.3 B",NA,NA,NA,NA,NA,NA,NA
"2232",2190,"He Zuxun ",56,"China","pig breeding","Food & Beverage ","$1.3 B",NA,NA,NA,NA,NA,NA,NA
"2233",2190,"David Hoffmann ",69,"United States","executive search, investments","Diversified ","$1.3 B",NA,NA,NA,NA,NA,NA,NA
"2234",2190,"Francis Holder ",81,"France","bakeries","Food & Beverage ","$1.3 B","$1.4 B","$1 B",NA,"$1.2 B",NA,NA,NA
"2235",2190,"Hu Rongda & family ",63,"China","chemicals","Manufacturing ","$1.3 B","$1.1 B","$1.2 B",NA,NA,NA,NA,NA
"2236",2190,"Wei Huang ",62,"China","real estate","Real Estate ","$1.3 B",NA,NA,NA,NA,NA,NA,NA
"2237",2190,"Zarakh Iliev ",55,"Russia","real estate","Real Estate ","$1.3 B","$3.4 B","$2.7 B",NA,"$3.3 B","$3.00 B","$3.20 B","$4.30 B"
"2238",2190,"Mitchell Jacobson ",71,"United States","industrial equipment","Service ","$1.3 B","$1.1 B",NA,NA,"$1.3 B","$1.50 B",NA,NA
"2239",2190,"Jiang Guiting & family ",63,"China","manufacturing","Manufacturing ","$1.3 B",NA,NA,NA,NA,NA,NA,NA
"2240",2190,"Rajeev Juneja ",56,"India","phamaceuticals","Healthcare ","$1.3 B",NA,NA,NA,NA,NA,NA,NA
"2241",2190,"Peter Kelly ",64,"United Kingdom","I.T.","Technology ","$1.3 B","$1.3 B",NA,NA,NA,NA,NA,NA
"2242",2190,"Kim Nam-jung ",49,"South Korea","food","Food & Beverage ","$1.3 B","$1.3 B",NA,NA,"$1.5 B","$1.60 B","$1.50 B",NA
"2243",2190,"Koon Poh Ming ",65,"Malaysia","aluminum","Metals & Mining ","$1.3 B",NA,NA,NA,NA,NA,NA,NA
"2244",2190,"Yuri Kovalchuk ",70,"Russia","banking, insurance, media","Finance & Investments ","$1.3 B","$3.3 B","$1.8 B",NA,"$1.4 B","$1.00 B",NA,NA
"2245",2190,"Michael Krasny ",68,"United States","retail","Technology ","$1.3 B","$1.3 B","$1.3 B",NA,"$1.4 B","$1.40 B","$1.20 B","$1.30 B"
"2246",2190,"Raymond Kwok ",68,"Hong Kong","real estate","Real Estate ","$1.3 B","$1.5 B","$1.2 B","$12.3 B",NA,NA,NA,NA
"2247",2190,"Heikki Kyostila ",76,"Finland","dental products","Healthcare ","$1.3 B","$1.5 B","$2.1 B",NA,"$2.2 B","$2.10 B","$2.80 B",NA
"2248",2190,"Lee Ho-jin ",59,"South Korea","diversified","Diversified ","$1.3 B","$1.1 B","$1.4 B",NA,"$1.3 B","$1.10 B","$1.10 B","$1.10 B"
"2249",2190,"Bernard Lewis & family ",96,"United Kingdom","fashion retailer","Fashion & Retail ","$1.3 B","$1.3 B","$1.1 B",NA,NA,NA,NA,NA
"2250",2190,"Fengluan Li ",60,"China","steel, diversified","Diversified ","$1.3 B",NA,NA,NA,NA,NA,NA,NA
"2251",2190,"Hua Li ",44,"China","financial services","Finance & Investments ","$1.3 B",NA,NA,NA,NA,NA,NA,NA
"2252",2190,"Li Ruiqiang ",42,"China","medical services","Healthcare ","$1.3 B",NA,NA,NA,NA,NA,NA,NA
"2253",2190,"Lin Zhijun ",46,"China","medical devices","Healthcare ","$1.3 B","$1.5 B","$1.6 B",NA,NA,NA,NA,NA
"2254",2190,"Lin Zhixiong & family ",48,"China","medical devices","Healthcare ","$1.3 B","$1.5 B","$1.6 B",NA,NA,NA,NA,NA
"2255",2190,"Liu Ming Hui ",59,"China","natural gas distribution","Energy ","$1.3 B","$2.8 B","$2.3 B",NA,"$2 B","$1.00 B",NA,"$1.10 B"
"2256",2190,"Xuejing Liu & family ",71,"China","copper, poultry","Diversified ","$1.3 B",NA,NA,NA,NA,NA,NA,NA
"2257",2190,"Lu Yonghua & family ",58,"China","electronics","Technology ","$1.3 B",NA,NA,NA,NA,NA,NA,NA
"2258",2190,"Zhaoxi Lu ",53,"China","e-commerce","Technology ","$1.3 B","$1.3 B",NA,NA,NA,NA,NA,NA
"2259",2190,"Frederic Luddy ",67,"United States","software","Technology ","$1.3 B","$1.2 B","$1.1 B",NA,NA,NA,NA,NA
"2260",2190,"Miao Yongjun ",54,"China","clinical diagnostics","Healthcare ","$1.3 B","$2 B","$1.7 B",NA,NA,NA,NA,NA
"2261",2190,"Martin Moller Nielsen ",57,"Denmark","aircraft leasing","Logistics ","$1.3 B","$1.3 B","$1.5 B",NA,"$2.1 B","$1.50 B","$1.60 B",NA
"2262",2190,"Neide Helena de Moraes ",67,"Brazil","diversified","Diversified ","$1.3 B",NA,NA,NA,NA,NA,NA,NA
"2263",2190,"Yoshiko Mori ",81,"Japan","real estate","Real Estate ","$1.3 B","$1.3 B","$1.3 B",NA,"$2.5 B","$2.60 B","$2.50 B","$2.50 B"
"2264",2190,"Mofatraj Munot ",77,"India","real estate","Real Estate ","$1.3 B","$1 B","$1.1 B",NA,"$2 B","$1.70 B","$1.10 B","$1.50 B"
"2265",2190,"Randal Nardone ",66,"United States","investments, energy","Finance & Investments ","$1.3 B",NA,NA,NA,NA,NA,NA,NA
"2266",2190,"God Nisanov ",49,"Russia","real estate","Real Estate ","$1.3 B","$3.4 B","$2.7 B",NA,"$3.3 B","$3.10 B","$3.20 B","$4.30 B"
"2267",2190,"Vadim Novinsky ",58,"Ukraine","steel","Metals & Mining ","$1.3 B","$1.4 B",NA,NA,"$1 B",NA,NA,NA
"2268",2190,"Satyanarayan Nuwal ",69,"India","industrial explosives","Manufacturing ","$1.3 B",NA,NA,NA,NA,NA,NA,NA
"2269",2190,"John Ocampo ",63,"United States","semiconductors","Technology ","$1.3 B","$1.4 B",NA,NA,NA,NA,NA,NA
"2270",2190,"Pan Gang ",51,"China","dairy","Food & Beverage ","$1.3 B","$1.6 B",NA,NA,NA,NA,NA,NA
"2271",2190,"Forrest Preston ",89,"United States","health care","Healthcare ","$1.3 B","$1.1 B","$1.2 B",NA,"$1.4 B","$1.40 B","$1.70 B","$2.00 B"
"2272",2190,"Riju Raveendran ",39,"India","edtech","Technology ","$1.3 B",NA,NA,NA,NA,NA,NA,NA
"2273",2190,"P.P. Reddy ",64,"India","infrastructure","Construction & Engineering ","$1.3 B","$1.6 B","$1.6 B",NA,NA,NA,NA,NA
"2274",2190,"P.V.Krishna Reddy ",52,"India","infrastructure","Construction & Engineering ","$1.3 B","$1.5 B","$1.6 B",NA,NA,NA,NA,NA
"2275",2190,"Satish Reddy ",54,"India","pharmaceuticals","Healthcare ","$1.3 B","$1.5 B",NA,NA,NA,NA,NA,"$1.20 B"
"2276",2190,"Lily Safra ",84,"Monaco","banking","Finance & Investments ","$1.3 B","$1.3 B","$1.3 B",NA,"$1.3 B","$1.30 B","$1.30 B","$1.30 B"
"2277",2190,"Richard Saghian ",40,"United States","fast fashion","Fashion & Retail ","$1.3 B",NA,NA,NA,NA,NA,NA,NA
"2278",2190,"Deniz Sahenk ",76,"Turkey","diversified","Diversified ","$1.3 B","$1.6 B","$1.1 B",NA,"$1.3 B","$1.10 B","$1.00 B","$1.30 B"
"2279",2190,"Thomas Sandell ",61,"Sweden","hedge funds","Finance & Investments ","$1.3 B","$1.3 B","$1.2 B",NA,"$1.5 B","$1.30 B","$1.30 B","$1.30 B"
"2280",2190,"Hajime Satomi ",80,"Japan","video games, pachinko","Gambling & Casinos ","$1.3 B","$1.2 B",NA,NA,NA,NA,NA,NA
"2281",2190,"James Scapa ",65,"United States","software","Technology ","$1.3 B","$1.2 B",NA,NA,NA,NA,NA,NA
"2282",2190,"Paul Sciarra ",41,"United States","Pinterest","Media & Entertainment ","$1.3 B","$2.9 B",NA,NA,NA,NA,NA,NA
"2283",2190,"Albert Shigaboutdinov ",69,"Russia","refinery, chemicals","Diversified ","$1.3 B","$1.2 B","$1 B",NA,"$1.1 B","$1.00 B",NA,"$1.10 B"
"2284",2190,"Nobutoshi Shimamura ",96,"Japan","retail","Fashion & Retail ","$1.3 B","$1.4 B",NA,NA,"$1.3 B","$1.40 B","$1.10 B",NA
"2285",2190,"Ron Sim ",63,"Singapore","retail","Fashion & Retail ","$1.3 B","$1.3 B","$1.2 B",NA,"$1.2 B","$1.10 B",NA,"$1.20 B"
"2286",2190,"Alexander Sixt ",42,"Germany","car rentals","Automotive ","$1.3 B",NA,NA,NA,NA,NA,NA,NA
"2287",2190,"Konstantin Sixt ",39,"Germany","car rentals","Automotive ","$1.3 B",NA,NA,NA,NA,NA,NA,NA
"2288",2190,"Terry Snow ",78,"Australia","airports, real estate","Real Estate ","$1.3 B","$1.3 B","$1 B",NA,"$1.2 B","$1.00 B",NA,NA
"2289",2190,"Marco Squinzi ",50,"Italy","chemical products","Construction & Engineering ","$1.3 B","$1 B",NA,NA,NA,NA,NA,NA
"2290",2190,"Veronica Squinzi ",50,"Italy","chemical products","Construction & Engineering ","$1.3 B","$1 B",NA,NA,NA,NA,NA,NA
"2291",2190,"Manny Stul ",72,"Australia","toys","Manufacturing ","$1.3 B","$1 B",NA,NA,"$1.4 B","$1.40 B",NA,NA
"2292",2190,"Rustem Sulteev ",68,"Russia","refinery, chemicals","Energy ","$1.3 B","$1.2 B","$1 B",NA,"$1.1 B","$1.00 B",NA,"$1.10 B"
"2293",2190,"Sehat Sutardja ",60,"United States","semiconductors","Technology ","$1.3 B","$1.1 B",NA,NA,NA,NA,NA,NA
"2294",2190,"Tony Tan Caktiong ",69,"Philippines","food","Food & Beverage ","$1.3 B",NA,NA,NA,"$4 B","$3.40 B","$3.00 B","$2.70 B"
"2295",2190,"Jim Thompson ",82,"United States","logistics","Logistics ","$1.3 B","$1.4 B","$1.2 B",NA,"$1.5 B","$1.50 B","$1.50 B","$1.50 B"
"2296",2190,"Carmen Thyssen ",78,"Spain","investments, art","Manufacturing ","$1.3 B",NA,NA,NA,NA,NA,NA,NA
"2297",2190,"August Troendle ",66,"United States","pharmaceutical services","Healthcare ","$1.3 B","$1.5 B",NA,NA,NA,NA,NA,NA
"2298",2190,"Joop van den Ende ",80,"Netherlands","TV shows","Media & Entertainment ","$1.3 B","$1.3 B","$1.1 B",NA,NA,NA,"$1.00 B","$1.60 B"
"2299",2190,"Sekar Vembu ",50,"India","business software","Technology ","$1.3 B","$1.1 B",NA,NA,NA,NA,NA,NA
"2300",2190,"Sandro Veronesi & family ",62,"Italy","fashion","Fashion & Retail ","$1.3 B","$2.1 B","$1.6 B",NA,NA,NA,NA,NA
"2301",2190,"Wan Long ",81,"China","food","Food & Beverage ","$1.3 B","$1.9 B","$1.5 B",NA,"$1.3 B",NA,NA,NA
"2302",2190,"Han Wang ",34,"China","airline","Diversified ","$1.3 B",NA,NA,NA,NA,NA,NA,NA
"2303",2190,"Wang Jianyi ",59,"China","fiber optic cables","Technology ","$1.3 B","$1.2 B",NA,NA,"$1 B",NA,NA,NA
"2304",2190,"Wang Qinghua ",56,"China","electric equipment","Manufacturing ","$1.3 B","$1.6 B",NA,NA,NA,NA,NA,NA
"2305",2190,"Pengcheng Wen & family ",59,"China","agribusiness","Food & Beverage ","$1.3 B",NA,NA,NA,NA,NA,NA,NA
"2306",2190,"Alfred West, Jr. ",79,"United States","money management","Finance & Investments ","$1.3 B","$1.4 B",NA,NA,"$1.2 B",NA,NA,NA
"2307",2190,"Dan Wilks ",65,"United States","natural gas","Energy ","$1.3 B","$1.1 B","$1.1 B",NA,"$1.4 B","$1.30 B","$1.30 B","$1.40 B"
"2308",2190,"Farris Wilks ",70,"United States","natural gas","Energy ","$1.3 B","$1.3 B","$1.2 B",NA,"$1.4 B","$1.30 B","$1.30 B","$1.40 B"
"2309",2190,"Gang Xu ",58,"China","Chemicals","Manufacturing ","$1.3 B",NA,NA,NA,NA,NA,NA,NA
"2310",2190,"Xu Jin ",57,"China","wine","Food & Beverage ","$1.3 B","$1 B",NA,NA,NA,NA,NA,NA
"2311",2190,"Tony Xu ",37,"United States","food delivery service","Technology ","$1.3 B","$2.8 B",NA,NA,NA,NA,NA,NA
"2312",2190,"Ye Yanqiao ",52,"China","soy sauce","Food & Beverage ","$1.3 B","$1.7 B",NA,NA,NA,NA,NA,NA
"2313",2190,"Patrick Zalupski ",41,"United States","homebuilding","Real Estate ","$1.3 B","$1.3 B",NA,NA,NA,NA,NA,NA
"2314",2190,"Shengda Zan ",59,"China","diversified","Diversified ","$1.3 B",NA,NA,NA,NA,NA,NA,NA
"2315",2190,"Zeng Chaoyi ",53,"China","aluminum products","Manufacturing ","$1.3 B","$1.7 B",NA,NA,NA,NA,NA,NA
"2316",2190,"Zhang Guiping & family ",70,"China","real estate","Real Estate ","$1.3 B","$1.7 B","$1.2 B",NA,NA,NA,NA,NA
"2317",2190,"Peng Zhao ",51,"China","online recruitment","Service ","$1.3 B",NA,NA,NA,NA,NA,NA,NA
"2318",2190,"Zheng Zhiguo ",50,"China","drugs","Healthcare ","$1.3 B",NA,NA,NA,NA,NA,NA,NA
"2319",2190,"Kostyantin Zhevago ",48,"Ukraine","mining","Metals & Mining ","$1.3 B","$2.3 B","$1 B",NA,"$1.6 B","$1.20 B",NA,NA
"2320",2190,"Zhou Mingjie ",64,"China","lighting installations","Technology ","$1.3 B",NA,NA,NA,NA,"$1.10 B",NA,"$1.20 B"
"2321",2190,"Zhu Xingliang ",62,"China","construction","Construction & Engineering ","$1.3 B","$1.9 B","$1.5 B",NA,"$2.6 B","$1.90 B","$1.60 B","$3.20 B"
"2322",2190,"Zhu Yiwen & family ",64,"China","healthcare","Healthcare ","$1.3 B","$1.9 B",NA,NA,NA,NA,NA,NA
"2323",2190,"Zong Yanmin ",64,"China","Semiconductor materials","Manufacturing ","$1.3 B",NA,NA,NA,NA,NA,NA,NA
"2324",2324,"Sanjay Agarwal ",51,"India","banking","Finance & Investments ","$1.2 B","$1.3 B",NA,NA,NA,NA,NA,NA
"2325",2324,"Hamad bin Jassim bin Jaber Al Thani ",62,"Qatar","investments","Finance & Investments ","$1.2 B","$1.3 B",NA,NA,"$1.2 B","$1.30 B",NA,NA
"2326",2324,"Betty Ang ",67,"Philippines","foods","Food & Beverage ","$1.2 B",NA,NA,NA,NA,NA,NA,NA
"2327",2324,"Christian Angermayer ",43,"Germany","investments","Finance & Investments ","$1.2 B",NA,NA,NA,NA,NA,NA,NA
"2328",2324,"Mika Anttonen ",55,"Finland","oil & gas","Energy ","$1.2 B","$1.3 B","$1.3 B",NA,"$2 B","$1.40 B",NA,NA
"2329",2324,"Jose Maria Aristrain ",59,"Spain","steel","Metals & Mining ","$1.2 B",NA,NA,NA,"$1.2 B","$1.10 B",NA,NA
"2330",2324,"Emilio Azcarraga Jean ",54,"Mexico","TV broadcasting","Media & Entertainment ","$1.2 B",NA,NA,NA,"$1.7 B","$2.10 B","$2.10 B","$3.10 B"
"2331",2324,"Thomas Bailey ",85,"United States","money management","Finance & Investments ","$1.2 B","$1.2 B","$1.2 B",NA,"$1.2 B","$1.10 B","$1.10 B","$1.10 B"
"2332",2324,"Andrei Bokarev ",55,"Russia","metals, mining","Manufacturing ","$1.2 B","$2.5 B","$1.7 B",NA,"$2 B","$1.70 B",NA,NA
"2333",2324,"Stephane Bonvin ",55,"Switzerland","real estate","Real Estate ","$1.2 B",NA,NA,NA,NA,NA,NA,NA
"2334",2324,"Ashok Boob ",70,"India","specialty chemicals","Manufacturing ","$1.2 B",NA,NA,NA,NA,NA,NA,NA
"2335",2324,"Ludwig Theodor Braun ",32,"Germany","medical technology","Healthcare ","$1.2 B","$1.3 B","$1 B",NA,"$1.7 B","$1.10 B","$1.20 B",NA
"2336",2324,"Friederike Braun-Luedicke ",38,"Germany","medical technology","Healthcare ","$1.2 B","$1.6 B","$1.2 B",NA,"$2 B","$1.30 B","$1.40 B",NA
"2337",2324,"Pradip Burman ",79,"India","consumer goods","Food & Beverage ","$1.2 B","$1.3 B",NA,NA,NA,NA,NA,NA
"2338",2324,"Cai Hongbin ",64,"China","pharmaceuticals","Healthcare ","$1.2 B","$1.1 B","$1.1 B",NA,NA,NA,NA,NA
"2339",2324,"Chang Kuo-Cheng ",64,"Taiwan","Transportation","Logistics ","$1.2 B",NA,NA,NA,NA,NA,NA,NA
"2340",2324,"Jiancheng Chen ",63,"China","manufacturing","Manufacturing ","$1.2 B",NA,NA,NA,NA,NA,NA,NA
"2341",2324,"Chen Xueling ",54,"China","stationery","Manufacturing ","$1.2 B","$1.7 B",NA,NA,NA,NA,NA,NA
"2342",2324,"Cheng Lili ",57,"China","poultry breeding","Food & Beverage ","$1.2 B","$1.3 B","$1.3 B",NA,NA,NA,NA,NA
"2343",2324,"Yvon Chouinard ",83,"United States","Patagonia","Fashion & Retail ","$1.2 B","$1.8 B","$1.2 B",NA,"$1 B","$1.00 B",NA,NA
"2344",2324,"Luigi Cremonini & family ",82,"Italy","meat processing","Food & Beverage ","$1.2 B","$2.4 B","$1.6 B",NA,NA,NA,NA,NA
"2345",2324,"Tim Draper ",63,"United States","cryptocurrency","Finance & Investments ","$1.2 B","$1.5 B",NA,NA,NA,NA,NA,NA
"2346",2324,"Fan Zhaoxia & family ",54,"China","photovoltaic equipment","Energy ","$1.2 B","$1.2 B",NA,NA,NA,NA,NA,NA
"2347",2324,"Gleb Fetisov ",55,"Russia","investments","Telecom ","$1.2 B","$1.2 B","$1.2 B",NA,"$1.2 B","$1.20 B","$1.20 B","$1.20 B"
"2348",2324,"Robert Fisher ",68,"United States","Gap","Fashion & Retail ","$1.2 B","$1.9 B",NA,NA,"$1.7 B","$1.50 B","$1.40 B","$2.00 B"
"2349",2324,"William Fisher ",65,"United States","Gap","Fashion & Retail ","$1.2 B","$2.1 B",NA,NA,"$1.7 B","$1.50 B","$1.40 B","$2.00 B"
"2350",2324,"J. Christopher Flowers ",64,"United States","investments","Finance & Investments ","$1.2 B","$1.2 B","$1.2 B",NA,"$1.1 B","$1.20 B","$1.00 B","$1.40 B"
"2351",2324,"Bernd Freier ",65,"Germany","fashion retail","Fashion & Retail ","$1.2 B","$1.7 B",NA,NA,"$1.9 B","$1.60 B","$2.40 B","$2.30 B"
"2352",2324,"Geng Diangen ",65,"China","Internet","Technology ","$1.2 B","$1.5 B","$1.7 B",NA,NA,NA,NA,NA
"2353",2324,"Dan Gertler ",48,"Israel","mining","Metals & Mining ","$1.2 B","$1.2 B","$1.2 B",NA,"$1.2 B","$1.20 B","$1.20 B","$1.60 B"
"2354",2324,"David Girouard ",56,"United States","fintech","Finance & Investments ","$1.2 B",NA,NA,NA,NA,NA,NA,NA
"2355",2324,"John Goff ",67,"United States","real estate","Real Estate ","$1.2 B","$1.3 B",NA,NA,NA,NA,NA,NA
"2356",2324,"Lawrence Golub ",62,"United States","private equity","Finance & Investments ","$1.2 B","$1.2 B","$1.2 B",NA,NA,NA,NA,NA
"2357",2324,"Sven Hagströmer ",78,"Sweden","financial services","Finance & Investments ","$1.2 B",NA,NA,NA,NA,NA,NA,NA
"2358",2324,"Fahed Hariri ",41,"Lebanon","construction, investments","Construction & Engineering ","$1.2 B","$1.1 B","$1.1 B",NA,NA,NA,NA,NA
"2359",2324,"Richard Hayne ",74,"United States","Urban Outfitters","Fashion & Retail ","$1.2 B","$1.4 B",NA,NA,"$1.5 B","$1.20 B","$1.20 B","$1.60 B"
"2360",2324,"He Yamin & family ",65,"China","manufacturing","Manufacturing ","$1.2 B","$1.4 B",NA,NA,NA,NA,NA,NA
"2361",2324,"Michael Heine ",72,"Australia","financial services","Finance & Investments ","$1.2 B","$1.3 B",NA,NA,NA,NA,NA,NA
"2362",2324,"Heikki Herlin ",35,"Finland","elevators, escalators","Manufacturing ","$1.2 B","$1.6 B",NA,NA,NA,NA,NA,NA
